,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
65944,541703,20728,LUNCH BAG CARS BLUE,20,2011-01-21 09:52:00,1.65,12594.0,Italy
65945,541703,20726,LUNCH BAG WOODLAND,20,2011-01-21 09:52:00,1.65,12594.0,Italy
65946,541703,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2011-01-21 09:52:00,1.95,12594.0,Italy
65947,541703,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,2011-01-21 09:52:00,4.95,12594.0,Italy
65948,541703,21365,MIRRORED WALL ART STARS,12,2011-01-21 09:52:00,2.95,12594.0,Italy
65949,541703,21371,MIRRORED WALL ART POPPIES,12,2011-01-21 09:52:00,2.55,12594.0,Italy
65950,541703,22549,PICTURE DOMINOES,12,2011-01-21 09:52:00,1.45,12594.0,Italy
65951,541703,22380,TOY TIDY SPACEBOY,10,2011-01-21 09:52:00,2.1,12594.0,Italy
65952,541703,22381,TOY TIDY PINK POLKADOT,10,2011-01-21 09:52:00,2.1,12594.0,Italy
65953,541703,22379,RECYCLING BAG RETROSPOT,5,2011-01-21 09:52:00,2.1,12594.0,Italy
65954,541703,71270,PHOTO CLIP LINE,24,2011-01-21 09:52:00,1.25,12594.0,Italy
65955,541703,POST,POSTAGE,2,2011-01-21 09:52:00,28.0,12594.0,Italy
72275,542238,47580,TEA TIME DES TEA COSY,6,2011-01-26 14:35:00,2.55,12591.0,Italy
72276,542238,22261,FELT EGG COSY WHITE RABBIT,12,2011-01-26 14:35:00,0.85,12591.0,Italy
72277,542238,22260,FELT EGG COSY BLUE RABBIT,12,2011-01-26 14:35:00,0.85,12591.0,Italy
72278,542238,22066,LOVE HEART TRINKET POT,12,2011-01-26 14:35:00,1.45,12591.0,Italy
72279,542238,22611,VINTAGE UNION JACK SHOPPING BAG,3,2011-01-26 14:35:00,4.95,12591.0,Italy
72280,542238,22961,JAM MAKING SET PRINTED,12,2011-01-26 14:35:00,1.45,12591.0,Italy
72281,542238,22222,CAKE PLATE LOVEBIRD WHITE,3,2011-01-26 14:35:00,4.95,12591.0,Italy
72282,542238,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2,2011-01-26 14:35:00,9.95,12591.0,Italy
72283,542238,22956,36 FOIL HEART CAKE CASES,6,2011-01-26 14:35:00,2.1,12591.0,Italy
72284,542238,21068,VINTAGE BILLBOARD LOVE/HATE MUG,12,2011-01-26 14:35:00,1.25,12591.0,Italy
72285,542238,84050,PINK HEART SHAPE EGG FRYING PAN,6,2011-01-26 14:35:00,1.65,12591.0,Italy
72286,542238,84988,SET OF 72 PINK HEART PAPER DOILIES,24,2011-01-26 14:35:00,1.45,12591.0,Italy
72287,542238,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-01-26 14:35:00,0.55,12591.0,Italy
72288,542238,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2011-01-26 14:35:00,2.55,12591.0,Italy
72289,542238,22667,RECIPE BOX RETROSPOT,6,2011-01-26 14:35:00,2.95,12591.0,Italy
72290,542238,22131,FOOD CONTAINER SET 3 LOVE HEART,6,2011-01-26 14:35:00,1.95,12591.0,Italy
72291,542238,22133,PINK LOVE HEART SHAPE CUP,12,2011-01-26 14:35:00,0.85,12591.0,Italy
72292,542238,22132,RED LOVE HEART SHAPE CUP,12,2011-01-26 14:35:00,0.85,12591.0,Italy
72293,542238,22364,GLASS JAR DIGESTIVE BISCUITS,6,2011-01-26 14:35:00,2.95,12591.0,Italy
72294,542238,22363,GLASS JAR MARMALADE,6,2011-01-26 14:35:00,2.95,12591.0,Italy
72295,542238,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,2011-01-26 14:35:00,0.85,12591.0,Italy
72296,542238,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2011-01-26 14:35:00,0.85,12591.0,Italy
72297,542238,22079,RIBBON REEL HEARTS DESIGN,10,2011-01-26 14:35:00,1.65,12591.0,Italy
72298,542238,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-01-26 14:35:00,9.95,12591.0,Italy
72299,542238,POST,POSTAGE,3,2011-01-26 14:35:00,28.0,12591.0,Italy
72300,542238,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-01-26 14:35:00,7.95,12591.0,Italy
94616,544399,22381,TOY TIDY PINK POLKADOT,10,2011-02-18 12:28:00,2.1,12594.0,Italy
94617,544399,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-02-18 12:28:00,2.1,12594.0,Italy
94618,544399,22380,TOY TIDY SPACEBOY,10,2011-02-18 12:28:00,2.1,12594.0,Italy
94619,544399,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-02-18 12:28:00,1.65,12594.0,Italy
94620,544399,22898,CHILDRENS APRON APPLES DESIGN,8,2011-02-18 12:28:00,1.95,12594.0,Italy
94621,544399,22379,RECYCLING BAG RETROSPOT,10,2011-02-18 12:28:00,2.1,12594.0,Italy
94622,544399,22584,PACK OF 6 PANNETONE GIFT BOXES,6,2011-02-18 12:28:00,2.55,12594.0,Italy
94623,544399,22583,PACK OF 6 HANDBAG GIFT BOXES,6,2011-02-18 12:28:00,2.55,12594.0,Italy
94624,544399,22582,PACK OF 6 SWEETIE GIFT BOXES,6,2011-02-18 12:28:00,2.55,12594.0,Italy
94625,544399,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-02-18 12:28:00,1.95,12594.0,Italy
94626,544399,20713,JUMBO BAG OWLS,10,2011-02-18 12:28:00,1.95,12594.0,Italy
94627,544399,20711,JUMBO BAG TOYS,10,2011-02-18 12:28:00,1.95,12594.0,Italy
94628,544399,POST,POSTAGE,1,2011-02-18 12:28:00,28.0,12594.0,Italy
109898,545664,21754,HOME BUILDING BLOCK WORD,3,2011-03-04 15:15:00,5.95,12584.0,Italy
109899,545664,21260,FIRST AID TIN,6,2011-03-04 15:15:00,3.25,12584.0,Italy
109900,545664,22848,BREAD BIN DINER STYLE PINK,1,2011-03-04 15:15:00,16.95,12584.0,Italy
109901,545664,84849B,FAIRY SOAP SOAP HOLDER,12,2011-03-04 15:15:00,1.69,12584.0,Italy
109902,545664,21624,VINTAGE UNION JACK DOORSTOP,3,2011-03-04 15:15:00,5.95,12584.0,Italy
109903,545664,21623,VINTAGE UNION JACK MEMOBOARD,2,2011-03-04 15:15:00,9.95,12584.0,Italy
109904,545664,48138,DOORMAT UNION FLAG,2,2011-03-04 15:15:00,7.95,12584.0,Italy
109905,545664,21622,VINTAGE UNION JACK CUSHION COVER,12,2011-03-04 15:15:00,4.95,12584.0,Italy
109906,545664,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-03-04 15:15:00,7.95,12584.0,Italy
109907,545664,22366,DOORMAT AIRMAIL,2,2011-03-04 15:15:00,7.95,12584.0,Italy
109908,545664,22692,DOORMAT WELCOME TO OUR HOME,2,2011-03-04 15:15:00,7.95,12584.0,Italy
109909,545664,22722,SET OF 6 SPICE TINS PANTRY DESIGN,8,2011-03-04 15:15:00,3.95,12584.0,Italy
109910,545664,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2011-03-04 15:15:00,4.95,12584.0,Italy
109911,545664,21756,BATH BUILDING BLOCK WORD,3,2011-03-04 15:15:00,5.95,12584.0,Italy
109912,545664,22667,RECIPE BOX RETROSPOT,12,2011-03-04 15:15:00,2.95,12584.0,Italy
109913,545664,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-03-04 15:15:00,9.95,12584.0,Italy
109914,545664,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,2011-03-04 15:15:00,4.95,12584.0,Italy
109915,545664,POST,POSTAGE,3,2011-03-04 15:15:00,28.0,12584.0,Italy
122447,546875,21754,HOME BUILDING BLOCK WORD,6,2011-03-17 16:38:00,5.95,12514.0,Italy
122448,546875,21756,BATH BUILDING BLOCK WORD,6,2011-03-17 16:38:00,5.95,12514.0,Italy
122449,546875,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-03-17 16:38:00,12.75,12514.0,Italy
122450,546875,22120,WELCOME  WOODEN BLOCK LETTERS,6,2011-03-17 16:38:00,9.95,12514.0,Italy
122451,546875,22283,6 EGG HOUSE PAINTED WOOD,4,2011-03-17 16:38:00,7.95,12514.0,Italy
122452,546875,22282,12 EGG HOUSE PAINTED WOOD,2,2011-03-17 16:38:00,12.75,12514.0,Italy
122453,546875,22859,EASTER TIN BUNNY BOUQUET,6,2011-03-17 16:38:00,1.65,12514.0,Italy
122454,546875,22858,EASTER TIN KEEPSAKE,6,2011-03-17 16:38:00,1.65,12514.0,Italy
122455,546875,22860,EASTER TIN CHICKS PINK DAISY,6,2011-03-17 16:38:00,1.65,12514.0,Italy
122456,546875,22861,EASTER TIN CHICKS IN GARDEN,6,2011-03-17 16:38:00,1.65,12514.0,Italy
122457,546875,22630,DOLLY GIRL LUNCH BOX,12,2011-03-17 16:38:00,1.95,12514.0,Italy
122458,546875,22629,SPACEBOY LUNCH BOX,12,2011-03-17 16:38:00,1.95,12514.0,Italy
122459,546875,22635,CHILDS BREAKFAST SET DOLLY GIRL,4,2011-03-17 16:38:00,9.95,12514.0,Italy
122460,546875,22634,CHILDS BREAKFAST SET SPACEBOY,4,2011-03-17 16:38:00,9.95,12514.0,Italy
122461,546875,22551,PLASTERS IN TIN SPACEBOY,12,2011-03-17 16:38:00,1.65,12514.0,Italy
122462,546875,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,6,2011-03-17 16:38:00,3.75,12514.0,Italy
122463,546875,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,4,2011-03-17 16:38:00,4.25,12514.0,Italy
122464,546875,20749,ASSORTED COLOUR MINI CASES,2,2011-03-17 16:38:00,7.95,12514.0,Italy
122465,546875,22384,LUNCH BAG PINK POLKADOT,10,2011-03-17 16:38:00,1.65,12514.0,Italy
122466,546875,20726,LUNCH BAG WOODLAND,10,2011-03-17 16:38:00,1.65,12514.0,Italy
122467,546875,20725,LUNCH BAG RED RETROSPOT,10,2011-03-17 16:38:00,1.65,12514.0,Italy
122468,546875,22383,LUNCH BAG SUKI  DESIGN,10,2011-03-17 16:38:00,1.65,12514.0,Italy
122469,546875,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-03-17 16:38:00,1.65,12514.0,Italy
122470,546875,20728,LUNCH BAG CARS BLUE,10,2011-03-17 16:38:00,1.65,12514.0,Italy
122471,546875,22382,LUNCH BAG SPACEBOY DESIGN,10,2011-03-17 16:38:00,1.65,12514.0,Italy
122472,546875,20723,STRAWBERRY CHARLOTTE BAG,10,2011-03-17 16:38:00,0.85,12514.0,Italy
122473,546875,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-03-17 16:38:00,0.85,12514.0,Italy
122474,546875,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-03-17 16:38:00,0.85,12514.0,Italy
122475,546875,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-03-17 16:38:00,0.85,12514.0,Italy
122476,546875,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-03-17 16:38:00,0.85,12514.0,Italy
122477,546875,20719,WOODLAND CHARLOTTE BAG,10,2011-03-17 16:38:00,0.85,12514.0,Italy
122478,546875,21165,BEWARE OF THE CAT METAL SIGN,12,2011-03-17 16:38:00,1.69,12514.0,Italy
122479,546875,22357,KINGS CHOICE BISCUIT TIN,4,2011-03-17 16:38:00,4.25,12514.0,Italy
122480,546875,22659,LUNCH BOX I LOVE LONDON,12,2011-03-17 16:38:00,1.95,12514.0,Italy
122481,546875,22902,TOTE BAG I LOVE LONDON,12,2011-03-17 16:38:00,2.1,12514.0,Italy
122482,546875,22971,QUEENS GUARD COFFEE MUG,6,2011-03-17 16:38:00,2.55,12514.0,Italy
122483,546875,23177,TREASURE ISLAND BOOK BOX,8,2011-03-17 16:38:00,2.25,12514.0,Italy
122484,546875,23194,GYMKHANNA TREASURE BOOK BOX,8,2011-03-17 16:38:00,2.25,12514.0,Italy
122485,546875,23193,BUFFALO BILL TREASURE BOOK BOX,8,2011-03-17 16:38:00,2.25,12514.0,Italy
122486,546875,23176,ABC TREASURE BOOK BOX,8,2011-03-17 16:38:00,2.25,12514.0,Italy
122487,546875,22405,MONEY BOX POCKET MONEY DESIGN,12,2011-03-17 16:38:00,1.25,12514.0,Italy
122488,546875,22409,MONEY BOX BISCUITS DESIGN,12,2011-03-17 16:38:00,1.25,12514.0,Italy
122489,546875,22561,WOODEN SCHOOL COLOURING SET,12,2011-03-17 16:38:00,1.65,12514.0,Italy
122490,546875,22721,SET OF 3 CAKE TINS SKETCHBOOK,6,2011-03-17 16:38:00,4.95,12514.0,Italy
122491,546875,37370,RETRO COFFEE MUGS ASSORTED,12,2011-03-17 16:38:00,1.25,12514.0,Italy
122492,546875,21700,BIG DOUGHNUT FRIDGE MAGNETS,24,2011-03-17 16:38:00,0.85,12514.0,Italy
122493,546875,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2011-03-17 16:38:00,0.85,12514.0,Italy
122494,546875,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,2011-03-17 16:38:00,0.85,12514.0,Italy
122495,546875,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,2011-03-17 16:38:00,0.85,12514.0,Italy
122496,546875,22119,PEACE WOODEN BLOCK LETTERS,6,2011-03-17 16:38:00,6.95,12514.0,Italy
122497,546875,21755,LOVE BUILDING BLOCK WORD,6,2011-03-17 16:38:00,5.95,12514.0,Italy
135847,547914,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,2011-03-28 12:35:00,4.95,12594.0,Italy
135848,547914,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-03-28 12:35:00,1.65,12594.0,Italy
135849,547914,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-03-28 12:35:00,1.65,12594.0,Italy
135850,547914,20719,WOODLAND CHARLOTTE BAG,30,2011-03-28 12:35:00,0.85,12594.0,Italy
135851,547914,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,2011-03-28 12:35:00,2.95,12594.0,Italy
135852,547914,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2011-03-28 12:35:00,1.95,12594.0,Italy
135853,547914,21931,JUMBO STORAGE BAG SUKI,10,2011-03-28 12:35:00,1.95,12594.0,Italy
135854,547914,20724,RED RETROSPOT CHARLOTTE BAG,20,2011-03-28 12:35:00,0.85,12594.0,Italy
135855,547914,22898,CHILDRENS APRON APPLES DESIGN,16,2011-03-28 12:35:00,1.95,12594.0,Italy
135856,547914,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-03-28 12:35:00,2.1,12594.0,Italy
135857,547914,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-03-28 12:35:00,1.25,12594.0,Italy
135858,547914,23176,ABC TREASURE BOOK BOX,8,2011-03-28 12:35:00,2.25,12594.0,Italy
135859,547914,POST,POSTAGE,1,2011-03-28 12:35:00,18.0,12594.0,Italy
136093,547931,POST,POSTAGE,1,2011-03-28 14:01:00,28.0,12594.0,Italy
